timestamp,user,source,target,field,action,purpose,volume
2026-05-18T09:08:17Z,risk_job_02,internal_db.location_trace,external_crm,phone,transfer,customer_service,6
2026-05-18T09:28:49Z,partner_job_04,internal_db.payment_info,external_crm,phone,transfer,unauthorized_export,4
2026-05-18T09:10:51Z,sync_worker_24,internal_db.order_info,external_crm,order_id,transfer,customer_service,10
2026-05-18T09:22:17Z,feature_job_05,internal_db.health_record,feature_platform,age,sync,feature_engineering,4
2026-05-18T09:24:16Z,service_bot_23,internal_db.order_info,fraud_detection_service,address,sync,fraud_detection,1
2026-05-18T09:20:25Z,sync_worker_27,internal_db.customer_service,feature_platform,order_id,sync,feature_engineering,10
2026-05-18T09:33:57Z,shadow_worker_10,internal_db.marketing_profile,external_partner,salary,sync,partner_sync,1
2026-05-18T09:27:18Z,feature_job_08,internal_db.audit_log,feature_platform,device_id,query,feature_engineering,2
2026-05-18T09:05:36Z,service_bot_09,internal_db.payment_info,analytics_service,order_id,sync,statistics,4
2026-05-18T09:23:13Z,report_job_22,internal_db.risk_control,risk_engine,device_id,query,risk_control,3
2026-05-18T09:22:03Z,report_job_30,internal_db.order_info,recommendation_service,order_id,query,recommendation,5
2026-05-18T09:06:04Z,analyst_13,internal_db.payment_info,feature_platform,amount,sync,feature_engineering,8
2026-05-18T09:18:40Z,service_bot_25,internal_db.customer_service,fraud_detection_service,phone,query,fraud_detection,7
2026-05-18T09:11:12Z,report_job_15,internal_db.user_profile,external_crm,phone,sync,customer_service,11
2026-05-18T09:11:40Z,feature_job_28,internal_db.health_record,feature_platform,age,transfer,feature_engineering,8
2026-05-18T09:33:01Z,export_job_09,internal_db.location_trace,external_partner,phone,sync,unauthorized_export,3
2026-05-18T09:00:21Z,service_bot_17,internal_db.order_info,reporting_service,address,query,reporting,1
2026-05-18T09:26:22Z,service_bot_07,internal_db.order_info,third_party_analytics,product_id,transfer,business_integration,9
2026-05-18T09:18:12Z,risk_job_28,internal_db.payment_info,recommendation_service,amount,sync,recommendation,2
2026-05-18T09:06:11Z,sync_worker_24,internal_db.device_log,data_warehouse,device_id,query,business_analysis,11
2026-05-18T09:11:19Z,sync_worker_06,internal_db.health_record,risk_engine,name,query,risk_control,2
2026-05-18T09:20:32Z,report_job_17,internal_db.user_profile,data_warehouse,email,query,business_analysis,8
2026-05-18T09:05:22Z,analyst_13,internal_db.user_profile,external_crm,email,query,customer_service,6
2026-05-18T09:00:14Z,feature_job_14,internal_db.audit_log,recommendation_service,device_id,transfer,recommendation,1
2026-05-18T09:21:07Z,risk_job_09,internal_db.risk_control,analytics_service,amount,sync,statistics,2
2026-05-18T09:31:16Z,export_job_12,internal_db.marketing_profile,unknown_external,password,sync,unknown,1
2026-05-18T09:32:40Z,export_job_06,internal_db.marketing_profile,unknown_external,gender,transfer,unknown,7
2026-05-18T09:05:08Z,sync_worker_14,internal_db.order_info,fraud_detection_service,order_id,sync,fraud_detection,7
2026-05-18T09:32:54Z,shadow_worker_05,internal_db.marketing_profile,external_partner,salary,sync,partner_sync,2
2026-05-18T09:03:09Z,analyst_10,internal_db.marketing_profile,external_ad_platform,gender,sync,business_integration,3
2026-05-18T09:13:32Z,report_job_08,internal_db.audit_log,recommendation_service,device_id,sync,recommendation,7
2026-05-18T09:21:28Z,report_job_21,internal_db.location_trace,risk_engine,phone,sync,risk_control,1
2026-05-18T09:19:29Z,sync_worker_08,internal_db.risk_control,analytics_service,amount,sync,statistics,11
2026-05-18T09:33:08Z,bulk_sync_12,internal_db.audit_log,fraud_detection_service,device_id,sync,feature_engineering,6
2026-05-18T09:02:06Z,report_job_09,internal_db.user_profile,data_warehouse,email,transfer,business_analysis,4
2026-05-18T09:33:22Z,shadow_worker_08,internal_db.customer_service,unknown_external,password,sync,unknown,3
2026-05-18T09:30:41Z,unknown_job_11,internal_db.device_log,external_partner,device_id,export,background_sync,4
2026-05-18T09:13:46Z,report_job_30,internal_db.marketing_profile,recommendation_service,gender,transfer,recommendation,10
2026-05-18T09:10:02Z,feature_job_14,internal_db.user_profile,data_warehouse,email,sync,business_analysis,12
2026-05-18T09:26:57Z,feature_job_04,internal_db.user_profile,risk_engine,email,sync,risk_control,6
2026-05-18T09:12:50Z,risk_job_11,internal_db.device_log,data_warehouse,device_id,sync,business_analysis,9
2026-05-18T09:08:45Z,report_job_05,internal_db.audit_log,feature_platform,device_id,transfer,feature_engineering,5
2026-05-18T09:13:04Z,analyst_14,internal_db.payment_info,reporting_service,amount,sync,reporting,6
2026-05-18T09:10:58Z,report_job_18,internal_db.customer_service,feature_platform,email,transfer,feature_engineering,5
2026-05-18T09:06:18Z,service_bot_07,internal_db.payment_info,external_payment_gateway,amount,sync,business_integration,4
2026-05-18T09:01:10Z,sync_worker_20,internal_db.audit_log,feature_platform,device_id,sync,feature_engineering,10
2026-05-18T09:23:48Z,risk_job_28,internal_db.marketing_profile,recommendation_service,name,query,recommendation,9
2026-05-18T09:07:42Z,sync_worker_27,internal_db.device_log,feature_platform,device_id,query,feature_engineering,5
2026-05-18T09:24:09Z,report_job_04,internal_db.health_record,analytics_service,name,query,statistics,12
2026-05-18T09:22:10Z,report_job_27,internal_db.audit_log,data_warehouse,device_id,sync,business_analysis,8
2026-05-18T09:07:21Z,analyst_18,internal_db.risk_control,analytics_service,amount,transfer,statistics,9
2026-05-18T09:30:34Z,export_job_05,internal_db.order_info,shadow_api,address,sync,unknown,7
2026-05-18T09:31:09Z,unknown_job_10,internal_db.location_trace,external_partner,credit_score,sync,partner_sync,3
2026-05-18T09:05:43Z,feature_job_04,internal_db.order_info,risk_engine,order_id,transfer,risk_control,11
2026-05-18T09:28:28Z,sync_worker_07,internal_db.risk_control,analytics_service,amount,query,statistics,11
2026-05-18T09:29:38Z,export_job_02,internal_db.marketing_profile,third_party_analytics,email,export,background_sync,8
2026-05-18T09:35:00Z,partner_job_06,internal_db.audit_log,external_partner,id_card,transfer,partner_sync,7
2026-05-18T09:17:30Z,service_bot_07,internal_db.health_record,external_ad_platform,age,query,business_integration,8
2026-05-18T09:01:45Z,feature_job_24,internal_db.order_info,risk_engine,order_id,transfer,risk_control,3
2026-05-18T09:03:58Z,service_bot_22,internal_db.health_record,external_ad_platform,age,sync,business_integration,9
2026-05-18T09:04:54Z,sync_worker_30,internal_db.audit_log,recommendation_service,device_id,query,recommendation,10
2026-05-18T09:32:33Z,shadow_worker_12,internal_db.location_trace,data_warehouse,location,sync,business_analysis,153
2026-05-18T09:25:33Z,risk_job_01,internal_db.user_profile,feature_platform,email,query,feature_engineering,11
2026-05-18T09:14:28Z,risk_job_08,internal_db.user_profile,feature_platform,email,query,feature_engineering,2
2026-05-18T09:31:02Z,bulk_sync_12,internal_db.user_profile,feature_platform,email,export,statistics,3
2026-05-18T09:02:48Z,feature_job_03,internal_db.risk_control,external_payment_gateway,amount,sync,business_integration,7
2026-05-18T09:16:06Z,service_bot_27,internal_db.device_log,recommendation_service,device_id,transfer,recommendation,5
2026-05-18T09:31:44Z,bulk_sync_04,internal_db.marketing_profile,third_party_analytics,location,sync,background_sync,7
2026-05-18T09:03:44Z,risk_job_08,internal_db.order_info,recommendation_service,address,transfer,recommendation,4
2026-05-18T09:20:39Z,feature_job_14,internal_db.device_log,recommendation_service,device_id,query,recommendation,8
2026-05-18T09:28:35Z,analyst_26,internal_db.customer_service,fraud_detection_service,order_id,sync,fraud_detection,4
2026-05-18T09:05:50Z,analyst_30,internal_db.audit_log,recommendation_service,device_id,transfer,recommendation,3
2026-05-18T09:31:51Z,export_job_05,internal_db.order_info,external_partner,credit_score,sync,partner_sync,7
2026-05-18T09:33:50Z,partner_job_10,internal_db.location_trace,external_partner,device_id,sync,background_sync,2
2026-05-18T09:04:40Z,service_bot_03,internal_db.payment_info,external_payment_gateway,order_id,transfer,business_integration,6
2026-05-18T09:27:46Z,risk_job_22,internal_db.marketing_profile,risk_engine,gender,query,risk_control,12
2026-05-18T09:11:54Z,service_bot_21,internal_db.marketing_profile,recommendation_service,gender,query,recommendation,1
2026-05-18T09:14:35Z,analyst_08,internal_db.marketing_profile,external_ad_platform,age,transfer,business_integration,1
2026-05-18T09:24:02Z,service_bot_21,internal_db.user_profile,data_warehouse,email,query,business_analysis,5
2026-05-18T09:23:27Z,analyst_17,internal_db.order_info,fraud_detection_service,address,sync,fraud_detection,1
2026-05-18T09:15:31Z,sync_worker_12,internal_db.audit_log,recommendation_service,device_id,transfer,recommendation,9
2026-05-18T09:06:46Z,report_job_04,internal_db.risk_control,external_payment_gateway,amount,query,business_integration,4
2026-05-18T09:19:43Z,risk_job_27,internal_db.user_profile,external_crm,email,transfer,customer_service,2
2026-05-18T09:27:39Z,service_bot_29,internal_db.order_info,recommendation_service,order_id,query,recommendation,3
2026-05-18T09:00:56Z,risk_job_20,internal_db.order_info,fraud_detection_service,address,sync,fraud_detection,1
2026-05-18T09:14:42Z,service_bot_05,internal_db.customer_service,risk_engine,order_id,sync,risk_control,11
2026-05-18T09:12:01Z,report_job_08,internal_db.health_record,external_ad_platform,age,transfer,business_integration,12
2026-05-18T09:32:12Z,shadow_worker_12,internal_db.device_log,external_partner,credit_score,export,partner_sync,1
2026-05-18T09:09:20Z,risk_job_06,internal_db.order_info,external_crm,order_id,query,customer_service,2
2026-05-18T09:16:34Z,feature_job_01,internal_db.device_log,recommendation_service,device_id,query,recommendation,4
2026-05-18T09:25:40Z,feature_job_24,internal_db.marketing_profile,external_ad_platform,age,sync,business_integration,5
2026-05-18T09:06:53Z,feature_job_03,internal_db.customer_service,data_warehouse,order_id,sync,business_analysis,11
2026-05-18T09:10:09Z,feature_job_17,internal_db.location_trace,data_warehouse,location,transfer,business_analysis,7
2026-05-18T09:15:52Z,service_bot_24,internal_db.payment_info,reporting_service,amount,query,reporting,11
2026-05-18T09:33:43Z,shadow_worker_01,internal_db.audit_log,shadow_api,device_id,transfer,unknown,8
2026-05-18T09:32:05Z,unknown_job_03,internal_db.user_profile,analytics_service,email,export,risk_control,5
2026-05-18T09:29:52Z,shadow_worker_09,internal_db.customer_service,external_payment_gateway,address,sync,unauthorized_export,5
2026-05-18T09:12:08Z,analyst_18,internal_db.audit_log,fraud_detection_service,device_id,transfer,fraud_detection,2
2026-05-18T09:05:01Z,report_job_26,internal_db.risk_control,risk_engine,amount,sync,risk_control,4
2026-05-18T09:26:50Z,feature_job_12,internal_db.marketing_profile,third_party_analytics,gender,transfer,business_integration,7
2026-05-18T09:05:15Z,sync_worker_02,internal_db.marketing_profile,feature_platform,gender,query,feature_engineering,11
2026-05-18T09:21:21Z,report_job_02,internal_db.audit_log,recommendation_service,device_id,transfer,recommendation,9
2026-05-18T09:18:54Z,feature_job_24,internal_db.device_log,feature_platform,device_id,transfer,feature_engineering,4
2026-05-18T09:23:41Z,risk_job_11,internal_db.order_info,risk_engine,order_id,query,risk_control,12
2026-05-18T09:30:55Z,partner_job_10,internal_db.device_log,shadow_api,phone,sync,unauthorized_export,7
2026-05-18T09:17:51Z,risk_job_02,internal_db.audit_log,recommendation_service,device_id,transfer,recommendation,9
2026-05-18T09:10:16Z,risk_job_02,internal_db.customer_service,feature_platform,order_id,query,feature_engineering,7
2026-05-18T09:19:15Z,sync_worker_20,internal_db.marketing_profile,feature_platform,gender,sync,feature_engineering,5
2026-05-18T09:10:37Z,sync_worker_14,internal_db.device_log,feature_platform,location,sync,feature_engineering,7
2026-05-18T09:19:57Z,analyst_15,internal_db.device_log,data_warehouse,device_id,query,business_analysis,5
2026-05-18T09:34:25Z,shadow_worker_07,internal_db.payment_info,shadow_api,private_key,export,unknown,5
2026-05-18T09:31:58Z,export_job_04,internal_db.customer_service,third_party_analytics,device_id,export,unauthorized_export,5
2026-05-18T09:33:29Z,unknown_job_08,internal_db.risk_control,feature_platform,device_id,transfer,feature_engineering,6
2026-05-18T09:01:17Z,analyst_22,internal_db.health_record,fraud_detection_service,name,transfer,fraud_detection,5
2026-05-18T09:32:47Z,shadow_worker_02,internal_db.customer_service,third_party_analytics,location,transfer,background_sync,2
2026-05-18T09:30:48Z,partner_job_06,internal_db.health_record,external_partner,id_card,transfer,partner_sync,6
2026-05-18T09:00:35Z,report_job_19,internal_db.marketing_profile,feature_platform,name,sync,feature_engineering,1
2026-05-18T09:28:14Z,sync_worker_12,internal_db.location_trace,risk_engine,location,query,risk_control,11
2026-05-18T09:16:41Z,sync_worker_14,internal_db.order_info,reporting_service,address,sync,reporting,9
2026-05-18T09:15:03Z,feature_job_22,internal_db.user_profile,feature_platform,email,sync,feature_engineering,7
2026-05-18T09:16:13Z,report_job_19,internal_db.risk_control,feature_platform,amount,query,feature_engineering,11
2026-05-18T09:17:16Z,risk_job_10,internal_db.location_trace,analytics_service,location,sync,statistics,4
2026-05-18T09:01:59Z,sync_worker_11,internal_db.audit_log,feature_platform,device_id,transfer,feature_engineering,4
2026-05-18T09:32:26Z,shadow_worker_01,internal_db.order_info,risk_engine,order_id,export,risk_control,1
2026-05-18T09:15:38Z,analyst_28,internal_db.user_profile,external_crm,phone,sync,customer_service,8
2026-05-18T09:27:11Z,service_bot_16,internal_db.order_info,fraud_detection_service,amount,transfer,fraud_detection,10
2026-05-18T09:05:29Z,service_bot_07,internal_db.order_info,fraud_detection_service,order_id,query,fraud_detection,8
2026-05-18T09:25:26Z,feature_job_10,internal_db.customer_service,feature_platform,email,query,feature_engineering,5
2026-05-18T09:17:02Z,risk_job_22,internal_db.marketing_profile,recommendation_service,gender,query,recommendation,6
2026-05-18T09:19:50Z,risk_job_20,internal_db.user_profile,analytics_service,email,query,statistics,10
2026-05-18T09:10:30Z,sync_worker_28,internal_db.location_trace,recommendation_service,device_id,transfer,recommendation,12
2026-05-18T09:00:00Z,analyst_24,internal_db.location_trace,external_crm,phone,sync,customer_service,4
2026-05-18T09:34:39Z,partner_job_03,internal_db.device_log,data_warehouse,device_id,export,business_analysis,172
2026-05-18T09:08:38Z,feature_job_02,internal_db.order_info,external_payment_gateway,order_id,sync,business_integration,10
2026-05-18T09:04:12Z,sync_worker_10,internal_db.health_record,risk_engine,name,sync,risk_control,11
2026-05-18T09:20:11Z,feature_job_02,internal_db.risk_control,feature_platform,amount,sync,feature_engineering,12
2026-05-18T09:17:09Z,report_job_24,internal_db.risk_control,risk_engine,device_id,query,risk_control,6
2026-05-18T09:26:36Z,risk_job_24,internal_db.device_log,risk_engine,location,sync,risk_control,2
2026-05-18T09:18:47Z,risk_job_28,internal_db.risk_control,feature_platform,device_id,query,feature_engineering,7
2026-05-18T09:21:49Z,risk_job_18,internal_db.health_record,feature_platform,name,transfer,feature_engineering,9
2026-05-18T09:15:59Z,report_job_14,internal_db.device_log,recommendation_service,device_id,query,recommendation,10
2026-05-18T09:17:44Z,service_bot_10,internal_db.health_record,analytics_service,name,transfer,statistics,12
2026-05-18T09:14:49Z,report_job_23,internal_db.order_info,recommendation_service,order_id,sync,recommendation,6
2026-05-18T09:20:53Z,service_bot_11,internal_db.order_info,external_crm,order_id,sync,customer_service,12
2026-05-18T09:01:52Z,risk_job_30,internal_db.risk_control,analytics_service,device_id,query,statistics,12
2026-05-18T09:13:39Z,report_job_11,internal_db.risk_control,fraud_detection_service,amount,query,fraud_detection,11
2026-05-18T09:18:33Z,analyst_18,internal_db.order_info,reporting_service,address,sync,reporting,10
2026-05-18T09:19:01Z,risk_job_22,internal_db.location_trace,external_crm,phone,transfer,customer_service,3
2026-05-18T09:12:29Z,service_bot_24,internal_db.marketing_profile,fraud_detection_service,email,sync,fraud_detection,8
2026-05-18T09:07:07Z,risk_job_13,internal_db.location_trace,data_warehouse,location,transfer,business_analysis,11
2026-05-18T09:01:24Z,analyst_13,internal_db.order_info,reporting_service,address,sync,reporting,8
2026-05-18T09:27:25Z,sync_worker_10,internal_db.location_trace,external_crm,phone,query,customer_service,7
2026-05-18T09:08:59Z,risk_job_25,internal_db.order_info,external_crm,order_id,query,customer_service,7
2026-05-18T09:24:51Z,report_job_21,internal_db.payment_info,reporting_service,amount,sync,reporting,8
2026-05-18T09:23:06Z,report_job_02,internal_db.marketing_profile,risk_engine,name,sync,risk_control,12
2026-05-18T09:03:16Z,sync_worker_29,internal_db.risk_control,analytics_service,amount,query,statistics,5
2026-05-18T09:12:36Z,sync_worker_09,internal_db.device_log,risk_engine,device_id,query,risk_control,8
2026-05-18T09:15:45Z,risk_job_21,internal_db.order_info,fraud_detection_service,address,sync,fraud_detection,12
2026-05-18T09:18:05Z,report_job_16,internal_db.user_profile,risk_engine,email,sync,risk_control,6
2026-05-18T09:16:20Z,analyst_16,internal_db.marketing_profile,risk_engine,gender,sync,risk_control,3
2026-05-18T09:04:26Z,service_bot_03,internal_db.order_info,recommendation_service,order_id,sync,recommendation,1
2026-05-18T09:06:25Z,sync_worker_11,internal_db.user_profile,analytics_service,email,transfer,statistics,1
2026-05-18T09:07:35Z,service_bot_15,internal_db.location_trace,risk_engine,device_id,query,risk_control,12
2026-05-18T09:00:28Z,sync_worker_21,internal_db.audit_log,feature_platform,device_id,query,feature_engineering,9
2026-05-18T09:24:37Z,service_bot_06,internal_db.risk_control,external_payment_gateway,amount,transfer,business_integration,10
2026-05-18T09:00:07Z,sync_worker_04,internal_db.health_record,analytics_service,name,query,statistics,12
2026-05-18T09:18:19Z,report_job_03,internal_db.order_info,risk_engine,order_id,query,risk_control,11
2026-05-18T09:13:18Z,sync_worker_01,internal_db.marketing_profile,risk_engine,phone,query,risk_control,7
2026-05-18T09:22:59Z,service_bot_23,internal_db.risk_control,analytics_service,device_id,transfer,statistics,10
2026-05-18T09:21:00Z,sync_worker_13,internal_db.risk_control,fraud_detection_service,amount,query,fraud_detection,1
2026-05-18T09:22:38Z,sync_worker_10,internal_db.user_profile,risk_engine,email,query,risk_control,10
2026-05-18T09:23:20Z,service_bot_17,internal_db.risk_control,fraud_detection_service,amount,query,fraud_detection,6
2026-05-18T09:20:46Z,risk_job_14,internal_db.order_info,reporting_service,product_id,sync,reporting,6
2026-05-18T09:14:00Z,sync_worker_14,internal_db.user_profile,feature_platform,email,transfer,feature_engineering,8
2026-05-18T09:08:31Z,feature_job_01,internal_db.risk_control,feature_platform,device_id,transfer,feature_engineering,2
2026-05-18T09:01:03Z,feature_job_04,internal_db.marketing_profile,third_party_analytics,gender,sync,business_integration,2
2026-05-18T09:29:17Z,export_job_08,internal_db.order_info,third_party_analytics,product_id,export,business_integration,2
2026-05-18T09:31:37Z,export_job_05,internal_db.user_profile,unknown_external,gender,export,unknown,1
2026-05-18T09:23:34Z,report_job_28,internal_db.marketing_profile,third_party_analytics,age,query,business_integration,3
2026-05-18T09:09:55Z,risk_job_06,internal_db.user_profile,feature_platform,email,query,feature_engineering,5
2026-05-18T09:19:22Z,risk_job_23,internal_db.user_profile,data_warehouse,email,sync,business_analysis,12
2026-05-18T09:28:07Z,service_bot_15,internal_db.user_profile,data_warehouse,email,sync,business_analysis,4
2026-05-18T09:02:55Z,feature_job_09,internal_db.customer_service,fraud_detection_service,email,query,fraud_detection,1
2026-05-18T09:09:27Z,report_job_08,internal_db.marketing_profile,risk_engine,name,transfer,risk_control,8
2026-05-18T09:00:49Z,risk_job_04,internal_db.payment_info,reporting_service,amount,transfer,reporting,7
2026-05-18T09:06:39Z,service_bot_03,internal_db.user_profile,analytics_service,email,query,statistics,2
2026-05-18T09:29:59Z,shadow_worker_08,internal_db.order_info,fraud_detection_service,amount,transfer,statistics,4
2026-05-18T09:02:20Z,service_bot_09,internal_db.user_profile,external_crm,phone,transfer,customer_service,4
2026-05-18T09:34:18Z,partner_job_09,internal_db.user_profile,third_party_analytics,bank_card,sync,partner_sync,8
2026-05-18T09:07:00Z,risk_job_07,internal_db.customer_service,data_warehouse,email,query,business_analysis,12
2026-05-18T09:28:21Z,report_job_09,internal_db.location_trace,analytics_service,location,transfer,statistics,2
2026-05-18T09:14:56Z,service_bot_10,internal_db.payment_info,feature_platform,amount,transfer,feature_engineering,10
2026-05-18T09:11:47Z,sync_worker_23,internal_db.marketing_profile,feature_platform,name,sync,feature_engineering,8
2026-05-18T09:28:56Z,unknown_job_03,internal_db.marketing_profile,external_ad_platform,age,sync,statistics,5
2026-05-18T09:12:22Z,report_job_20,internal_db.customer_service,fraud_detection_service,email,query,fraud_detection,9
2026-05-18T09:00:42Z,sync_worker_14,internal_db.health_record,external_ad_platform,age,sync,business_integration,5
2026-05-18T09:10:23Z,risk_job_14,internal_db.user_profile,risk_engine,email,transfer,risk_control,11
2026-05-18T09:31:23Z,bulk_sync_03,internal_db.marketing_profile,risk_engine,gender,export,risk_control,8
2026-05-18T09:29:45Z,unknown_job_05,internal_db.customer_service,external_partner,bank_card,sync,partner_sync,2
2026-05-18T09:06:32Z,feature_job_30,internal_db.customer_service,data_warehouse,email,query,business_analysis,3
2026-05-18T09:02:41Z,analyst_05,internal_db.order_info,reporting_service,order_id,query,reporting,3
2026-05-18T09:12:57Z,service_bot_08,internal_db.order_info,reporting_service,address,sync,reporting,12
2026-05-18T09:24:44Z,sync_worker_08,internal_db.marketing_profile,risk_engine,phone,sync,risk_control,10
2026-05-18T09:04:19Z,report_job_29,internal_db.user_profile,external_crm,phone,query,customer_service,8
2026-05-18T09:15:17Z,sync_worker_25,internal_db.health_record,feature_platform,name,sync,feature_engineering,11
2026-05-18T09:34:11Z,partner_job_11,internal_db.order_info,fraud_detection_service,address,transfer,customer_service,2
2026-05-18T09:08:03Z,service_bot_22,internal_db.payment_info,external_payment_gateway,amount,query,business_integration,5
2026-05-18T09:04:47Z,risk_job_22,internal_db.order_info,risk_engine,order_id,sync,risk_control,4
2026-05-18T09:30:13Z,bulk_sync_03,internal_db.location_trace,shadow_api,private_key,sync,unknown,5
2026-05-18T09:02:27Z,sync_worker_19,internal_db.order_info,third_party_analytics,product_id,sync,business_integration,10
2026-05-18T09:08:24Z,sync_worker_09,internal_db.marketing_profile,external_ad_platform,age,transfer,business_integration,12
2026-05-18T09:03:37Z,feature_job_11,internal_db.marketing_profile,external_ad_platform,age,sync,business_integration,1
2026-05-18T09:25:19Z,report_job_04,internal_db.health_record,fraud_detection_service,name,transfer,fraud_detection,7
2026-05-18T09:15:24Z,feature_job_26,internal_db.customer_service,fraud_detection_service,order_id,transfer,fraud_detection,6
2026-05-18T09:25:12Z,sync_worker_09,internal_db.device_log,feature_platform,location,sync,feature_engineering,5
2026-05-18T09:21:14Z,feature_job_27,internal_db.marketing_profile,external_ad_platform,gender,transfer,business_integration,11
2026-05-18T09:03:02Z,sync_worker_29,internal_db.risk_control,external_payment_gateway,amount,query,business_integration,5
2026-05-18T09:27:53Z,feature_job_24,internal_db.audit_log,recommendation_service,device_id,query,recommendation,3
2026-05-18T09:16:27Z,risk_job_26,internal_db.risk_control,fraud_detection_service,amount,sync,fraud_detection,6
2026-05-18T09:11:05Z,report_job_26,internal_db.device_log,data_warehouse,device_id,query,business_analysis,10
2026-05-18T09:29:10Z,unknown_job_05,internal_db.health_record,shadow_api,auth_token,transfer,unknown,1
2026-05-18T09:14:21Z,risk_job_27,internal_db.health_record,external_ad_platform,age,transfer,business_integration,8
2026-05-18T09:19:08Z,feature_job_03,internal_db.health_record,feature_platform,name,transfer,feature_engineering,1
2026-05-18T09:01:31Z,service_bot_12,internal_db.location_trace,external_crm,phone,sync,customer_service,4
2026-05-18T09:07:28Z,risk_job_29,internal_db.device_log,risk_engine,device_id,transfer,risk_control,4
2026-05-18T09:26:01Z,sync_worker_04,internal_db.marketing_profile,external_ad_platform,age,query,business_integration,11
2026-05-18T09:04:05Z,feature_job_28,internal_db.payment_info,feature_platform,amount,query,feature_engineering,7
2026-05-18T09:17:58Z,sync_worker_28,internal_db.device_log,data_warehouse,device_id,sync,business_analysis,2
2026-05-18T09:23:55Z,sync_worker_23,internal_db.marketing_profile,risk_engine,gender,sync,risk_control,9
2026-05-18T09:33:36Z,partner_job_01,internal_db.risk_control,feature_platform,device_id,export,feature_engineering,115
2026-05-18T09:24:23Z,analyst_10,internal_db.user_profile,data_warehouse,email,sync,business_analysis,6
2026-05-18T09:09:34Z,service_bot_08,internal_db.location_trace,analytics_service,location,transfer,statistics,11
2026-05-18T09:24:58Z,report_job_29,internal_db.device_log,risk_engine,device_id,sync,risk_control,11
2026-05-18T09:30:06Z,shadow_worker_12,internal_db.marketing_profile,third_party_analytics,credit_score,transfer,partner_sync,7
2026-05-18T09:22:45Z,service_bot_15,internal_db.order_info,external_crm,order_id,query,customer_service,8
2026-05-18T09:16:48Z,sync_worker_16,internal_db.health_record,external_ad_platform,age,query,business_integration,12
2026-05-18T09:27:32Z,analyst_02,internal_db.order_info,recommendation_service,order_id,sync,recommendation,8
2026-05-18T09:26:15Z,analyst_30,internal_db.marketing_profile,third_party_analytics,age,sync,business_integration,6
2026-05-18T09:21:56Z,service_bot_27,internal_db.marketing_profile,feature_platform,name,transfer,feature_engineering,8
2026-05-18T09:11:33Z,service_bot_05,internal_db.device_log,feature_platform,device_id,transfer,feature_engineering,1
2026-05-18T09:28:00Z,report_job_20,internal_db.marketing_profile,feature_platform,name,sync,feature_engineering,5
2026-05-18T09:34:53Z,unknown_job_11,internal_db.order_info,third_party_analytics,device_id,sync,background_sync,6
2026-05-18T09:14:14Z,risk_job_25,internal_db.risk_control,analytics_service,device_id,sync,statistics,5
